암호화된요양기호,요양기관명,요양종별,시도명,시군구명,도로명주소,표시과목명,개설일자
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,맑은이비인후과의원,의원,대전광역시,서구,"대전광역시 서구 관저중로 98, 리틀파워존 204, 205호 (관저동)",이비인후과,2005-04-18
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjE4MzIjNTEjJDEjJDYjJDgz,맑은이비인후과의원,의원,충청남도,천안시 서북구,"충청남도 천안시 서북구 불당21로 67-26, 2층 201,202,203호 (불당동)",이비인후과,2017-02-20
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3MiQyNjE4MzIjNzEjJDEjJDgjJDgz,맑은이비인후과의원,의원,대구광역시,동구,"대구광역시 동구 아양로 208-1, 2층 (효목동)",이비인후과,2017-03-07
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz,맑은이비인후과의원,의원,울산광역시,남구,"울산광역시 남구 삼산로 269, 6층 (삼산동)",이비인후과,2018-04-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQyIyQ5IyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz,맑은이비인후과의원,의원,경기도,성남시 중원구,"경기도 성남시 중원구 도촌남로 37, 403호.404호 (도촌동)",이비인후과,2008-05-29
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ3OSQyNjE4MzIjNzEjJDEjJDgjJDgz,맑은이비인후과의원,의원,경기도,하남시,"경기도 하남시 더우개로 29, 대명상가(지우제) 502, 503호 (신장동)",이비인후과,2019-02-25
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,맑은이비인후과의원,의원,경기도,수원시 영통구,"경기도 수원시 영통구 중부대로448번길 97, 삼성테크노파크 205호 (원천동)",이비인후과,2022-07-13
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQxIyQ3MiQyNjE4MzIjNjEjJDEjJDAjJDgz,맑은이치과의원,치과의원,경기도,남양주시,"경기도 남양주시 도농로 1, 302호 (도농동)",치과,2010-03-16
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNjEjJDEjJDAjJDgz,맑은인한의원,한의원,서울특별시,송파구,"서울특별시 송파구 충민로2길 28, 307호 (장지동, 대진플라자 (2))",한방,2009-07-16
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,맑은정신건강의학과 의원,의원,부산광역시,사하구,부산광역시 사하구 낙동남로 1392 (하단동),정신건강의학과,2012-08-24
JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNzEjJDEjJDgjJDgz,맑은정신건강의학과의원,의원,강원특별자치도,춘천시,"강원특별자치도 춘천시 경춘로 2362, 2층 201호 (온의동)",정신건강의학과,2019-12-11
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQzNjE0ODEjNDEjJDEjJDQjJDgz,맑은정신건강의학과의원,의원,전북특별자치도,전주시 완산구,"전북특별자치도 전주시 완산구 팔달로 178, 1층 (경원동1가)",정신건강의학과,2022-08-25
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxNzAyIzMxIyQyIyQ3IyQwMCQzNjEyMjIjNDEjJDEjJDQjJDgz,맑은천지연약국,약국,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 3·15대로 605 (석전동),해당사항없음,2015-06-29
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMTkxIzExIyQxIyQzIyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz,맑은치과의원,치과의원,충청남도,부여군,"충청남도 부여군 부여읍 성왕로 196, 2층",치과,2021-05-17
JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,맑은치과의원,치과의원,울산광역시,남구,"울산광역시 남구 문수로 414, 5층 (신정동)",치과,2010-04-07
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQzIyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,맑은코아이비인후과의원,의원,인천광역시,서구,"인천광역시 서구 가정로 375, 3층 312호 (신현동, 금강아미움)",이비인후과,2016-05-04
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz,맑은코아이비인후과의원,의원,인천광역시,미추홀구,"인천광역시 미추홀구 낙섬중로 138, 미추홀프라자 3층일부층 (용현동)",이비인후과,2020-09-29
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,맑은풍경 문 정신건강의학과의원,의원,경기도,안양시 만안구,"경기도 안양시 만안구 안양로 316, VON PLAZA 2층 205,206호 (안양동)",정신건강의학과,2020-03-17
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzUxIyQxIyQxIyQ4OSQzNjE0ODEjNDEjJDEjJDQjJDgz,맑은플란트치과의원,치과의원,경기도,안산시 단원구,"경기도 안산시 단원구 고잔1길 7, 석탑프라자 501~508호 (고잔동)",치과,2022-06-27
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMTkxIzIxIyQxIyQxIyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,맑은플란트치과의원,치과의원,대전광역시,서구,"대전광역시 서구 도안동로 234-54, 대전도안레이크타워 7층 705,706호 (도안동)",치과,2025-09-24
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,맑은피부과의원,의원,서울특별시,중랑구,"서울특별시 중랑구 봉화산로 194, 신아타운 709호 (신내동)",피부과,2010-05-04
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNTEjJDEjJDYjJDgz,맑은피부과의원,의원,부산광역시,서구,"부산광역시 서구 보수대로 9, 2층 201호 (충무동1가)",피부과,2016-02-17
JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ4MiQzNjEwMDIjNTEjJDEjJDIjJDgz,맑은피부과의원,의원,충청북도,청주시 흥덕구,"충청북도 청주시 흥덕구 복대로 179, A동 601호 (복대동,메디포스)",피부과,2003-04-24
JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQyIyQ3IyQwMCQyNjE0ODEjODEjJDEjJDYjJDgz,맑은피부과의원,의원,충청북도,제천시,충청북도 제천시 의림대로 222 (청전동),피부과,2016-12-30
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQwMyQzNjE4MzIjNjEjJDEjJDQjJDgz,맑은피부과의원,의원,광주광역시,북구,"광주광역시 북구 북문대로 37, 3층 (운암동)",피부과,2001-09-13
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz,맑은피부과의원,의원,경상남도,창원시 성산구,"경상남도 창원시 성산구 용지로133번길 5, 키다리빌딩 4층 (중앙동)",피부과,2010-04-20
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,맑은하늘마취통증의학과의원,의원,서울특별시,강북구,"서울특별시 강북구 삼양로 497, 2,3층 (수유동, 씨엘빌딩)",마취통증의학과,2007-08-07
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,맑은하늘약국,약국,서울특별시,강남구,"서울특별시 강남구 개포로 265, 개포동 메디시스빌딩 1층 101호 (개포동)",해당사항없음,2019-06-07
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjODEjJDEjJDYjJDgz,맑은하늘약국,약국,울산광역시,남구,울산광역시 남구 삼산로 171 (달동),해당사항없음,2019-05-20
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,맑은하늘이비인후과의원,의원,인천광역시,중구,"인천광역시 중구 하늘중앙로 193, 조양타워 603호 (중산동)",이비인후과,2022-06-02
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,맑은하늘정신건강의학과의원,의원,서울특별시,양천구,"서울특별시 양천구 목동서로 49, 광장종합상가3 5층 502호 (목동)",정신건강의학과,2025-01-20
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz,맑은하늘정형외과의원,의원,서울특별시,강남구,"서울특별시 강남구 선릉로 324, SH타워 8층 (대치동)",정형외과,2021-06-02
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,맑은하루신경과의원,의원,대구광역시,달성군,"대구광역시 달성군 다사읍 달구벌대로 866, 씨앤비타워 2층 202호",신경과,2020-08-19
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz,맑은하루이비인후과의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 중앙로558번길 16-6, 306~309호 (행신동, 신일빌딩)",이비인후과,2006-09-22
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,맑은한약국,약국,경기도,의정부시,"경기도 의정부시 체육로 249-3, 1층 (녹양동)",해당사항없음,2004-05-19
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,맑은한의원,한의원,경기도,용인시 수지구,"경기도 용인시 수지구 성복2로 51, B동 312~313호 (성복동, 데이파크)",한방,2010-02-09
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz,맑은한의원,한의원,경기도,의정부시,"경기도 의정부시 회룡로 178, 1층 20호 (장암동, 발곡프라자)",한방,2017-06-02
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz,맑은향기치과의원,치과의원,인천광역시,미추홀구,인천광역시 미추홀구 매소홀로309번길 32 (학익동),치과,2011-02-16
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,맑을아 의원,의원,서울특별시,노원구,"서울특별시 노원구 노해로81길 5-6, 노원스퀘어 3층 (상계동)",일반의,2021-09-07
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzExIyQxIyQzIyQ5OSQ0NjE0ODEjODEjJDEjJDIjJDgz,맑을청365한의원,한의원,서울특별시,강동구,"서울특별시 강동구 양재대로 1365, 심포니타워 202, 203, 601호 (성내동)",한방,2020-03-09
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQxMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,맑을청한의원,한의원,부산광역시,수영구,"부산광역시 수영구 광서로 4, 2층 (광안동)",한방,2011-12-27
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjE4MzIjNzEjJDEjJDgjJDgz,맑음내과의원,의원,대전광역시,중구,"대전광역시 중구 태평로 83, 삼부스포렉스 4층 (태평동)",내과,2017-05-31
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQyIyQ5IyQwMCQyNjEyMjIjNTEjJDEjJDIjJDgz,맑음내과의원,의원,경상남도,창원시 의창구,"경상남도 창원시 의창구 우곡로217번길 6, 경상남도 새마을회관 2~5층 (명서동)",내과,2023-01-20
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQyNjE0ODEjNzEjJDEjJDgjJDgz,맑음약국,약국,서울특별시,관악구,"서울특별시 관악구 남부순환로 1635, 1층 (신림동)",해당사항없음,2023-08-21
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNzEjJDEjJDgjJDgz,맑음약국,약국,세종특별자치시,세종특별자치시,"세종특별자치시 보듬3로 95, 해피라움3 107호 (아름동)",해당사항없음,2022-10-27
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,맑음정신건강의학과의원,의원,서울특별시,관악구,"서울특별시 관악구 남부순환로 1942, 5층 (봉천동)",정신건강의학과,2020-09-02
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQxMyQyNjEwMDIjODEjJDEjJDIjJDgz,맑음정신건강의학과의원,의원,경상남도,양산시,"경상남도 양산시 동면 금오로 255, 양산제일병원 3층 305호",정신건강의학과,2016-08-08
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz,맑음치과의원,치과의원,서울특별시,송파구,"서울특별시 송파구 토성로 78, 204호 (풍납동, 정민빌딩)",치과,2015-03-11
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz,맑음플러스이비인후과의원,의원,인천광역시,연수구,"인천광역시 연수구 컨벤시아대로230번길 54, 닥터플러스몰 6층 A601,602,603호 (송도동)",이비인후과,2022-08-16
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,맑음한의원,한의원,서울특별시,강동구,"서울특별시 강동구 양재대로 1579, 6층 (천호동, 한영빌딩)",한방,2013-09-17
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,맑음한의원,한의원,경기도,고양시 일산동구,"경기도 고양시 일산동구 장백로 172, 203호 (장항동, 금강프라자)",한방,2001-07-16
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjE4MzIjNTEjJDEjJDYjJDgz,맘 편안의원,의원,대전광역시,중구,"대전광역시 중구 유천로132번길 37, 2층 (태평동)",일반의,2011-03-31
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz,맘&키즈약국,약국,대구광역시,수성구,대구광역시 수성구 수성로 202 (중동),해당사항없음,2003-10-01
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMzUxIzIxIyQxIyQxIyQ4OSQzNjE0ODEjNTEjJDEjJDIjJDgz,맘e편한 약국,약국,대전광역시,유성구,"대전광역시 유성구 계룡로132번길 10, 118호 (봉명동, 도안쎈트럴프라자)",해당사항없음,2017-02-24
JDQ4MTYyMiM4MSMkMSMkOCMkMDMkMzgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,맘꽃약국,약국,제주특별자치도,제주시,"제주특별자치도 제주시 연오로 59, 204호 (오라삼동)",해당사항없음,2018-07-02
JDQ4MTYyMiM1MSMkMSMkNCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,맘드림한의원,한의원,강원특별자치도,강릉시,"강원특별자치도 강릉시 선수촌로 70, 2층 (홍제동)",한방,2019-03-22
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,맘마외과의원,의원,인천광역시,남동구,"인천광역시 남동구 인주대로 732, 1~4층 5층 일부호 (구월동)",외과,2002-03-11
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzIxIyQxIyQxIyQ3OSQzNjE0ODEjNDEjJDEjJDQjJDgz,맘맘키즈치과의원,치과의원,경기도,평택시,"경기도 평택시 소사5길 120, 502호 (소사동)",치과,2024-05-21
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,맘모스소아청소년과의원,의원,부산광역시,동래구,"부산광역시 동래구 충렬대로155번길 19, 2층 202호 (온천동)",소아청소년과,2023-01-06
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzUxIyQxIyQ1IyQ4MiQzNjEyMjIjNjEjJDEjJDgjJDgz,맘모스약국,약국,부산광역시,사하구,"부산광역시 사하구 다대로 473, 상가1동 1층 01호 (다대동, 다대포현대아파트)",해당사항없음,2009-02-09
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE4MzIjNDEjJDEjJDQjJDgz,맘모스약국,약국,대전광역시,중구,대전광역시 중구 보문산로 400 (대사동),해당사항없음,2024-02-05
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQwMyQyNjEwMDIjODEjJDEjJDYjJDgz,맘모스의원,의원,부산광역시,영도구,"부산광역시 영도구 태종로 325-1, 1층 (청학동)",일반의,2014-10-17
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,맘소아청소년과의원,의원,경기도,파주시,경기도 파주시 문산읍 방촌로 1729,소아청소년과,1996-11-04
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,맘스맘연합소아청소년과의원,의원,대구광역시,북구,"대구광역시 북구 내곡로 38-6, 201,202호 (사수동)",소아청소년과,2016-11-22
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,맘스미산부인과의원,의원,서울특별시,은평구,"서울특별시 은평구 서오릉로 134, 메디칼 4,5층 (대조동)",산부인과,1996-02-28
JDQ4MTYyMiM1MSMkMSMkMCMkODIkMzgxMzUxIzExIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz,맘스베베자연출산1조산원,조산원,경기도,안양시 동안구,"경기도 안양시 동안구 시민대로 401, 219호 (관양동, 대륭테크노타운15차)",해당사항없음,2014-04-09
JDQ4MTYyMiM1MSMkMSMkMCMkODIkMzgxMzUxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjNzEjJDEjJDgjJDgz,맘스베베자연출산2조산원,조산원,경기도,안양시 동안구,"경기도 안양시 동안구 시민대로 401, 220호 (관양동, 대륭테크노타운15차)",해당사항없음,2014-04-09
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,맘스여성병원,병원,울산광역시,중구,울산광역시 중구 남외2길 36 (남외동),일반의,2025-07-01
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3MiQzNjEwMDIjODEjJDEjJDYjJDgz,맘스외과성형외과의원,의원,서울특별시,서초구,"서울특별시 서초구 강남대로 605, 4층 (잠원동, 휴먼타워)",외과,2010-12-06
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,맘스유외과의원,의원,서울특별시,마포구,"서울특별시 마포구 백범로37길 26, 4층 (신공덕동)",외과,2024-06-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,맘스유외과의원,의원,경기도,광명시,"경기도 광명시 철산로 20, 7층 701호 (철산동, 야우리빌딩)",외과,2016-06-24
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzUxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,맘스케어약국,약국,서울특별시,마포구,"서울특별시 마포구 마포대로 201 (아현동, 마포트라팰리스2차)",해당사항없음,2017-01-02
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMTkxIzMxIyQxIyQzIyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,맘스케어약국,약국,경기도,성남시 분당구,"경기도 성남시 분당구 서현로180번길 19, 101-27,29호 (서현동, 비전월드)",해당사항없음,2013-12-23
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ3MiQyNjE4MzIjNjEjJDEjJDAjJDgz,맘시티소아청소년과의원,의원,경기도,평택시,"경기도 평택시 신촌2로 22, 맘스스퀘어B동 3층 310,311호 (칠원동)",소아청소년과,2020-02-04
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,맘애든어린이치과의원,치과의원,충청남도,천안시 서북구,"충청남도 천안시 서북구 불당25로 178, 에이블타워 5층 503호 (불당동)",치과,2018-04-23
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQ2MiQzNjE0ODEjODEjJDEjJDIjJDgz,맘애든치과의원,치과의원,세종특별자치시,세종특별자치시,"세종특별자치시 도움3로 105-8, 501.502호 (종촌동, 신목빌딩)",치과,2014-12-16
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQwMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,맘앤맘소아청소년과의원,의원,서울특별시,송파구,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 3A층 13호 (잠실동)",소아청소년과,2010-01-11
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQyIyQzIyQwMCQyNjEyMjIjNTEjJDEjJDYjJDgz,맘앤차일드소아청소년과의원,의원,경기도,파주시,"경기도 파주시 미래로602번길 3, 303호 (와동동, 윤정프라자)",소아청소년과,2010-05-17
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxOTYxIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz,맘앤키즈치과의원,치과의원,서울특별시,강서구,"서울특별시 강서구 양천로 424, 가양역 데시앙플렉스 지식산업센터 2층 224~226호 (등촌동)",치과,2022-02-21
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQxIyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,맘앤키즈치과의원,치과의원,경상북도,구미시,경상북도 구미시 옥계북로 40 (옥계동),치과,2013-03-28
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQzIyQ3MiQzNjE0ODEjNjEjJDEjJDAjJDgz,맘앤키즈한의원,한의원,경기도,화성시,"경기도 화성시 동탄대로시범길 134, 2033호 (청계동, 동탄역시범반도유보라아이비파크4.0)",한방,2023-09-12
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,맘약국,약국,전북특별자치도,전주시 완산구,"전북특별자치도 전주시 완산구 효천중앙로 57, 107호 (효자동2가)",해당사항없음,2022-03-28
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxMzUxIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,맘약국,약국,대구광역시,수성구,"대구광역시 수성구 달구벌대로 3188 (신매동, 아레나스포츠센터)",해당사항없음,2017-01-02
JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxOTYxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz,맘에든 한의원,한의원,경상남도,창원시 마산합포구,"경상남도 창원시 마산합포구 월영남로 3, 2층 (해운동)",한방,2022-07-21
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzUxIyQxIyQ1IyQ3MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,맘온누리약국,약국,서울특별시,강서구,"서울특별시 강서구 공항대로 168, 117,118호 (마곡동)",해당사항없음,2019-06-25
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3OSQzNjEyMjIjODEjJDEjJDYjJDgz,맘외과의원,의원,전북특별자치도,익산시,전북특별자치도 익산시 선화로 88 (모현동1가),외과,2018-12-31
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,맘인클소아청소년과의원,의원,대구광역시,수성구,"대구광역시 수성구 달구벌대로 2565, 2층 201호 (만촌동)",소아청소년과,2025-06-05
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjODEjJDEjJDYjJDgz,맘정신건강의학과의원,의원,전북특별자치도,전주시 덕진구,"전북특별자치도 전주시 덕진구 기린대로 481, 동원타워 5층 (덕진동1가)",정신건강의학과,1998-12-05
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjODEjJDEjJDIjJDgz,맘존여성병원,병원,경상북도,경주시,경상북도 경주시 원화로 315 (성동동),일반의,2007-04-01
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzUxIyQyIyQ1IyQwMCQyNjEwMDIjNTEjJDEjJDYjJDgz,맘초이스내과소아청소년과의원,의원,전북특별자치도,익산시,"전북특별자치도 익산시 고봉로32길 8, 3,4층 (영등동)",소아청소년과,2022-06-03
